illumination,Date,Text1
58.15% Visible,Moon phase details at 28 June 2012,"366,784.66 km"
69.21% Visible,Moon phase details at 29 June 2012,"364,549.60 km"
79.44% Visible,Moon phase details at 30 June 2012,"363,419.96 km"
88.19% Visible,Moon phase details at 1 July 2012,"363,480.01 km"
94.82% Visible,Moon phase details at 2 July 2012,"364,739.41 km"
98.83% Visible,Moon phase details at 3 July 2012,"367,129.80 km"
99.99% Visible,Moon phase details at 4 July 2012,"370,507.80 km"
98.32% Visible,Moon phase details at 5 July 2012,"374,665.03 km"
94.12% Visible,Moon phase details at 6 July 2012,"379,344.80 km"
87.85% Visible,Moon phase details at 7 July 2012,"384,263.93 km"
80.04% Visible,Moon phase details at 8 July 2012,"389,136.77 km"
71.18% Visible,Moon phase details at 9 July 2012,"393,697.67 km"
61.74% Visible,Moon phase details at 10 July 2012,"397,718.25 km"
52.07% Visible,Moon phase details at 11 July 2012,"401,017.48 km"
42.49% Visible,Moon phase details at 12 July 2012,"403,464.20 km"
33.28% Visible,Moon phase details at 13 July 2012,"404,974.12 km"
24.69% Visible,Moon phase details at 14 July 2012,"405,504.01 km"
16.99% Visible,Moon phase details at 15 July 2012,"405,046.19 km"
10.42% Visible,Moon phase details at 16 July 2012,"403,625.16 km"
5.25% Visible,Moon phase details at 17 July 2012,"401,297.37 km"
1.73% Visible,Moon phase details at 18 July 2012,"398,153.28 km"
0.1% Visible,Moon phase details at 19 July 2012,"394,320.19 km"
0.52% Visible,Moon phase details at 20 July 2012,"389,963.61 km"
3.12% Visible,Moon phase details at 21 July 2012,"385,285.35 km"
7.88% Visible,Moon phase details at 22 July 2012,"380,516.80 km"
14.69% Visible,Moon phase details at 23 July 2012,"375,907.73 km"
23.29% Visible,Moon phase details at 24 July 2012,"371,711.23 km"
33.32% Visible,Moon phase details at 25 July 2012,"368,166.87 km"
44.3% Visible,Moon phase details at 26 July 2012,"365,483.80 km"
55.71% Visible,Moon phase details at 27 July 2012,"363,825.75 km"
66.93% Visible,Moon phase details at 28 July 2012,"363,298.80 km"
77.34% Visible,Moon phase details at 29 July 2012,"363,942.98 km"
86.33% Visible,Moon phase details at 30 July 2012,"365,727.90 km"
93.33% Visible,Moon phase details at 31 July 2012,"368,553.04 km"
97.92% Visible,Moon phase details at 1 August 2012,"372,253.34 km"
99.91% Visible,Moon phase details at 2 August 2012,"376,610.18 km"
99.31% Visible,Moon phase details at 3 August 2012,"381,367.52 km"
96.31% Visible,Moon phase details at 4 August 2012,"386,251.84 km"
91.27% Visible,Moon phase details at 5 August 2012,"390,993.14 km"
84.6% Visible,Moon phase details at 6 August 2012,"395,343.97 km"
76.7% Visible,Moon phase details at 7 August 2012,"399,093.70 km"
67.95% Visible,Moon phase details at 8 August 2012,"402,076.28 km"
58.7% Visible,Moon phase details at 9 August 2012,"404,171.87 km"
49.24% Visible,Moon phase details at 10 August 2012,"405,304.15 km"
39.83% Visible,Moon phase details at 11 August 2012,"405,435.91 km"
30.76% Visible,Moon phase details at 12 August 2012,"404,565.64 km"
22.28% Visible,Moon phase details at 13 August 2012,"402,726.60 km"
14.71% Visible,Moon phase details at 14 August 2012,"399,988.63 km"
8.37% Visible,Moon phase details at 15 August 2012,"396,461.51 km"
3.6% Visible,Moon phase details at 16 August 2012,"392,297.52 km"
0.73% Visible,Moon phase details at 17 August 2012,"387,690.85 km"
0.05% Visible,Moon phase details at 18 August 2012,"382,871.91 km"
1.77% Visible,Moon phase details at 19 August 2012,"378,096.02 km"
5.93% Visible,Moon phase details at 20 August 2012,"373,627.35 km"
12.41% Visible,Moon phase details at 21 August 2012,"369,720.36 km"
20.89% Visible,Moon phase details at 22 August 2012,"366,601.25 km"
30.93% Visible,Moon phase details at 23 August 2012,"364,451.81 km"
41.97% Visible,Moon phase details at 24 August 2012,"363,397.07 km"
53.42% Visible,Moon phase details at 25 August 2012,"363,497.41 km"
64.65% Visible,Moon phase details at 26 August 2012,"364,745.10 km"
75.09% Visible,Moon phase details at 27 August 2012,"367,065.15 km"
84.18% Visible,Moon phase details at 28 August 2012,"370,320.37 km"
91.47% Visible,Moon phase details at 29 August 2012,"374,320.54 km"
96.61% Visible,Moon phase details at 30 August 2012,"378,835.54 km"
99.43% Visible,Moon phase details at 31 August 2012,"383,611.69 km"
99.9% Visible,Moon phase details at 1 September 2012,"388,389.62 km"
98.16% Visible,Moon phase details at 2 September 2012,"392,921.70 km"
94.43% Visible,Moon phase details at 3 September 2012,"396,986.56 km"
88.99% Visible,Moon phase details at 4 September 2012,"400,398.86 km"
82.17% Visible,Moon phase details at 5 September 2012,"403,013.89 km"
74.26% Visible,Moon phase details at 6 September 2012,"404,727.52 km"
65.56% Visible,Moon phase details at 7 September 2012,"405,473.64 km"
56.34% Visible,Moon phase details at 8 September 2012,"405,221.21 km"
46.86% Visible,Moon phase details at 9 September 2012,"403,973.20 km"
37.4% Visible,Moon phase details at 10 September 2012,"401,768.31 km"
28.24% Visible,Moon phase details at 11 September 2012,"398,685.12 km"
19.71% Visible,Moon phase details at 12 September 2012,"394,847.00 km"
12.19% Visible,Moon phase details at 13 September 2012,"390,424.92 km"
6.12% Visible,Moon phase details at 14 September 2012,"385,635.57 km"
1.94% Visible,Moon phase details at 15 September 2012,"380,732.74 km"
0.07% Visible,Moon phase details at 16 September 2012,"375,992.07 km"
0.8% Visible,Moon phase details at 17 September 2012,"371,690.76 km"
4.25% Visible,Moon phase details at 18 September 2012,"368,085.49 km"
10.27% Visible,Moon phase details at 19 September 2012,"365,391.86 km"
18.51% Visible,Moon phase details at 20 September 2012,"363,768.09 km"
28.41% Visible,Moon phase details at 21 September 2012,"363,304.32 km"
39.35% Visible,Moon phase details at 22 September 2012,"364,018.03 km"
50.69% Visible,Moon phase details at 23 September 2012,"365,854.99 km"
61.82% Visible,Moon phase details at 24 September 2012,"368,695.14 km"
72.21% Visible,Moon phase details at 25 September 2012,"372,362.72 km"
81.38% Visible,Moon phase details at 26 September 2012,"376,639.87 km"
88.96% Visible,Moon phase details at 27 September 2012,"381,282.74 km"
94.67% Visible,Moon phase details at 28 September 2012,"386,038.65 km"
98.34% Visible,Moon phase details at 29 September 2012,"390,662.59 km"
99.93% Visible,Moon phase details at 30 September 2012,"394,931.11 km"
99.47% Visible,Moon phase details at 1 October 2012,"398,652.12 km"
97.09% Visible,Moon phase details at 2 October 2012,"401,669.98 km"
92.97% Visible,Moon phase details at 3 October 2012,"403,866.25 km"
87.31% Visible,Moon phase details at 4 October 2012,"405,157.59 km"
80.36% Visible,Moon phase details at 5 October 2012,"405,492.75 km"
72.35% Visible,Moon phase details at 6 October 2012,"404,850.70 km"
63.52% Visible,Moon phase details at 7 October 2012,"403,241.37 km"
54.12% Visible,Moon phase details at 8 October 2012,"400,709.47 km"
44.4% Visible,Moon phase details at 9 October 2012,"397,340.50 km"
34.67% Visible,Moon phase details at 10 October 2012,"393,266.89 km"
25.28% Visible,Moon phase details at 11 October 2012,"388,671.22 km"
16.65% Visible,Moon phase details at 12 October 2012,"383,783.71 km"
9.29% Visible,Moon phase details at 13 October 2012,"378,872.04 km"
3.76% Visible,Moon phase details at 14 October 2012,"374,223.79 km"
0.19% Visible,Moon phase details at 16 October 2012,"366,828.14 km"
2.72% Visible,Moon phase details at 17 October 2012,"364,544.46 km"
8.05% Visible,Moon phase details at 18 October 2012,"363,412.05 km"
15.78% Visible,Moon phase details at 19 October 2012,"363,492.96 km"
25.3% Visible,Moon phase details at 20 October 2012,"364,768.90 km"
35.93% Visible,Moon phase details at 21 October 2012,"367,145.22 km"
47.01% Visible,Moon phase details at 22 October 2012,"370,461.02 km"
57.95% Visible,Moon phase details at 23 October 2012,"374,504.00 km"
68.27% Visible,Moon phase details at 24 October 2012,"379,028.56 km"
77.55% Visible,Moon phase details at 25 October 2012,"383,775.38 km"
85.48% Visible,Moon phase details at 26 October 2012,"388,490.11 km"
91.82% Visible,Moon phase details at 27 October 2012,"392,939.06 km"
96.41% Visible,Moon phase details at 28 October 2012,"396,920.30 km"
99.14% Visible,Moon phase details at 29 October 2012,"400,269.31 km"
100% Visible,Moon phase details at 30 October 2012,"402,859.84 km"
99.01% Visible,Moon phase details at 31 October 2012,"404,601.16 km"
96.25% Visible,Moon phase details at 1 November 2012,"405,433.86 km"
91.84% Visible,Moon phase details at 2 November 2012,"405,326.17 km"
85.95% Visible,Moon phase details at 3 November 2012,"404,272.57 km"
78.74% Visible,Moon phase details at 4 November 2012,"402,295.59 km"
70.44% Visible,Moon phase details at 5 November 2012,"399,450.66 km"
61.24% Visible,Moon phase details at 6 November 2012,"395,832.84 km"
51.42% Visible,Moon phase details at 7 November 2012,"391,583.08 km"
41.27% Visible,Moon phase details at 8 November 2012,"386,891.22 km"
31.16% Visible,Moon phase details at 9 November 2012,"381,992.87 km"
21.55% Visible,Moon phase details at 10 November 2012,"377,158.81 km"
13.01% Visible,Moon phase details at 11 November 2012,"372,676.87 km"
6.18% Visible,Moon phase details at 12 November 2012,"368,828.64 km"
1.68% Visible,Moon phase details at 13 November 2012,"365,864.35 km"
0% Visible,Moon phase details at 14 November 2012,"363,979.85 km"
1.38% Visible,Moon phase details at 15 November 2012,"363,298.76 km"
5.72% Visible,Moon phase details at 16 November 2012,"363,861.83 km"
12.6% Visible,Moon phase details at 17 November 2012,"365,624.30 km"
21.41% Visible,Moon phase details at 18 November 2012,"368,461.21 km"
31.46% Visible,Moon phase details at 19 November 2012,"372,179.89 km"
42.1% Visible,Moon phase details at 20 November 2012,"376,538.27 km"
52.75% Visible,Moon phase details at 21 November 2012,"381,266.83 km"
62.98% Visible,Moon phase details at 22 November 2012,"386,091.39 km"
72.41% Visible,Moon phase details at 23 November 2012,"390,753.66 km"
80.77% Visible,Moon phase details at 24 November 2012,"395,026.83 km"
87.81% Visible,Moon phase details at 25 November 2012,"398,724.89 km"
93.37% Visible,Moon phase details at 26 November 2012,"401,705.24 km"
97.3% Visible,Moon phase details at 27 November 2012,"403,866.39 km"
99.51% Visible,Moon phase details at 28 November 2012,"405,142.60 km"
99.94% Visible,Moon phase details at 29 November 2012,"405,498.11 km"
98.58% Visible,Moon phase details at 30 November 2012,"404,922.97 km"
95.48% Visible,Moon phase details at 1 December 2012,"403,431.91 km"
90.71% Visible,Moon phase details at 2 December 2012,"401,066.40 km"
84.4% Visible,Moon phase details at 3 December 2012,"397,899.61 km"
76.7% Visible,Moon phase details at 4 December 2012,"394,042.42 km"
67.82% Visible,Moon phase details at 5 December 2012,"389,648.39 km"
58.01% Visible,Moon phase details at 6 December 2012,"384,915.09 km"
47.59% Visible,Moon phase details at 7 December 2012,"380,079.80 km"
36.94% Visible,Moon phase details at 8 December 2012,"375,408.32 km"
26.56% Visible,Moon phase details at 9 December 2012,"371,177.59 km"
17.05% Visible,Moon phase details at 10 December 2012,"367,653.84 km"
9.08% Visible,Moon phase details at 11 December 2012,"365,069.44 km"
3.34% Visible,Moon phase details at 12 December 2012,"363,601.41 km"
0.36% Visible,Moon phase details at 13 December 2012,"363,354.49 km"
0.42% Visible,Moon phase details at 14 December 2012,"364,350.53 km"
3.47% Visible,Moon phase details at 15 December 2012,"366,525.56 km"
9.16% Visible,Moon phase details at 16 December 2012,"369,734.92 km"
16.92% Visible,Moon phase details at 17 December 2012,"373,766.21 km"
26.08% Visible,Moon phase details at 18 December 2012,"378,358.92 km"
36.04% Visible,Moon phase details at 19 December 2012,"383,228.31 km"
46.27% Visible,Moon phase details at 20 December 2012,"388,090.25 km"
56.34% Visible,Moon phase details at 21 December 2012,"392,683.16 km"
65.91% Visible,Moon phase details at 22 December 2012,"396,783.99 km"
74.71% Visible,Moon phase details at 23 December 2012,"400,216.60 km"
82.5% Visible,Moon phase details at 24 December 2012,"402,852.89 km"
89.07% Visible,Moon phase details at 25 December 2012,"404,608.69 km"
94.23% Visible,Moon phase details at 26 December 2012,"405,437.15 km"
97.83% Visible,Moon phase details at 27 December 2012,"405,322.36 km"
99.72% Visible,Moon phase details at 28 December 2012,"404,275.27 km"
99.82% Visible,Moon phase details at 29 December 2012,"402,332.82 km"
98.06% Visible,Moon phase details at 30 December 2012,"399,560.13 km"
94.46% Visible,Moon phase details at 31 December 2012,"396,054.64 km"
89.07% Visible,Moon phase details at 1 January 2013,"391,950.33 km"
82.03% Visible,Moon phase details at 2 January 2013,"387,420.00 km"
73.51% Visible,Moon phase details at 3 January 2013,"382,673.58 km"
63.79% Visible,Moon phase details at 4 January 2013,"377,951.22 km"
53.21% Visible,Moon phase details at 5 January 2013,"373,510.95 km"
42.19% Visible,Moon phase details at 6 January 2013,"369,611.95 km"
31.28% Visible,Moon phase details at 7 January 2013,"366,495.09 km"
21.07% Visible,Moon phase details at 8 January 2013,"364,363.26 km"
12.25% Visible,Moon phase details at 9 January 2013,"363,363.51 km"
5.48% Visible,Moon phase details at 10 January 2013,"363,573.08 km"
1.29% Visible,Moon phase details at 11 January 2013,"364,990.67 km"
0.01% Visible,Moon phase details at 12 January 2013,"367,534.13 km"
1.62% Visible,Moon phase details at 13 January 2013,"371,045.36 km"
5.87% Visible,Moon phase details at 14 January 2013,"375,302.62 km"
12.27% Visible,Moon phase details at 15 January 2013,"380,039.46 km"
20.27% Visible,Moon phase details at 16 January 2013,"384,968.25 km"
29.32% Visible,Moon phase details at 17 January 2013,"389,804.71 km"
38.92% Visible,Moon phase details at 18 January 2013,"394,289.76 km"
48.7% Visible,Moon phase details at 19 January 2013,"398,205.24 km"
58.31% Visible,Moon phase details at 20 January 2013,"401,381.88 km"
67.48% Visible,Moon phase details at 21 January 2013,"403,700.01 km"
75.96% Visible,Moon phase details at 22 January 2013,"405,085.24 km"
83.51% Visible,Moon phase details at 23 January 2013,"405,502.04 km"
89.9% Visible,Moon phase details at 24 January 2013,"404,948.02 km"
94.91% Visible,Moon phase details at 25 January 2013,"403,450.81 km"
98.3% Visible,Moon phase details at 26 January 2013,"401,068.02 km"
99.9% Visible,Moon phase details at 27 January 2013,"397,889.56 km"
99.54% Visible,Moon phase details at 28 January 2013,"394,040.75 km"
97.14% Visible,Moon phase details at 29 January 2013,"389,684.05 km"
92.7% Visible,Moon phase details at 30 January 2013,"385,017.63 km"
86.31% Visible,Moon phase details at 31 January 2013,"380,269.51 km"
78.15% Visible,Moon phase details at 1 February 2013,"375,686.92 km"
68.55% Visible,Moon phase details at 2 February 2013,"371,521.83 km"
57.89% Visible,Moon phase details at 3 February 2013,"368,014.16 km"
46.67% Visible,Moon phase details at 4 February 2013,"365,374.60 km"
35.43% Visible,Moon phase details at 5 February 2013,"363,768.74 km"
24.81% Visible,Moon phase details at 6 February 2013,"363,303.96 km"
15.43% Visible,Moon phase details at 7 February 2013,"364,019.95 km"
7.92% Visible,Moon phase details at 8 February 2013,"365,883.71 km"
2.76% Visible,Moon phase details at 9 February 2013,"368,789.71 km"
0.24% Visible,Moon phase details at 10 February 2013,"372,565.85 km"
0.43% Visible,Moon phase details at 11 February 2013,"376,985.56 km"
3.15% Visible,Moon phase details at 12 February 2013,"381,785.36 km"
8.04% Visible,Moon phase details at 13 February 2013,"386,686.22 km"
14.67% Visible,Moon phase details at 14 February 2013,"391,415.59 km"
22.59% Visible,Moon phase details at 15 February 2013,"395,726.93 km"
31.37% Visible,Moon phase details at 16 February 2013,"399,413.48 km"
40.66% Visible,Moon phase details at 17 February 2013,"402,315.28 km"
50.13% Visible,Moon phase details at 18 February 2013,"404,319.71 km"
59.52% Visible,Moon phase details at 19 February 2013,"405,357.87 km"
68.56% Visible,Moon phase details at 20 February 2013,"405,399.51 km"
76.99% Visible,Moon phase details at 21 February 2013,"404,449.25 km"
84.53% Visible,Moon phase details at 22 February 2013,"402,545.37 km"
90.9% Visible,Moon phase details at 23 February 2013,"399,761.39 km"
95.8% Visible,Moon phase details at 24 February 2013,"396,209.03 km"
98.92% Visible,Moon phase details at 25 February 2013,"392,040.55 km"
100% Visible,Moon phase details at 26 February 2013,"387,447.92 km"
98.84% Visible,Moon phase details at 27 February 2013,"382,657.44 km"
