illumination,Date,Text1
68.66% Visible,Moon phase details at 2 March 1985,"389,303.40 km"
77.94% Visible,Moon phase details at 3 March 1985,"384,445.23 km"
86.28% Visible,Moon phase details at 4 March 1985,"379,521.58 km"
93.09% Visible,Moon phase details at 5 March 1985,"374,818.57 km"
97.81% Visible,Moon phase details at 6 March 1985,"370,624.11 km"
99.92% Visible,Moon phase details at 7 March 1985,"367,202.94 km"
99.11% Visible,Moon phase details at 8 March 1985,"364,773.06 km"
95.36% Visible,Moon phase details at 9 March 1985,"363,486.88 km"
88.93% Visible,Moon phase details at 10 March 1985,"363,419.11 km"
80.37% Visible,Moon phase details at 11 March 1985,"364,562.38 km"
70.32% Visible,Moon phase details at 12 March 1985,"366,830.13 km"
59.49% Visible,Moon phase details at 13 March 1985,"370,066.13 km"
48.49% Visible,Moon phase details at 14 March 1985,"374,059.40 km"
37.85% Visible,Moon phase details at 15 March 1985,"378,562.88 km"
28.01% Visible,Moon phase details at 16 March 1985,"383,313.81 km"
19.32% Visible,Moon phase details at 17 March 1985,"388,053.45 km"
12.04% Visible,Moon phase details at 18 March 1985,"392,543.70 km"
6.37% Visible,Moon phase details at 19 March 1985,"396,578.82 km"
2.46% Visible,Moon phase details at 20 March 1985,"399,991.59 km"
0.37% Visible,Moon phase details at 21 March 1985,"402,654.08 km"
0.12% Visible,Moon phase details at 22 March 1985,"404,474.79 km"
1.69% Visible,Moon phase details at 23 March 1985,"405,394.01 km"
4.98% Visible,Moon phase details at 24 March 1985,"405,379.59 km"
9.89% Visible,Moon phase details at 25 March 1985,"404,425.02 km"
16.24% Visible,Moon phase details at 26 March 1985,"402,550.52 km"
23.88% Visible,Moon phase details at 27 March 1985,"399,807.50 km"
32.58% Visible,Moon phase details at 28 March 1985,"396,284.99 km"
42.12% Visible,Moon phase details at 29 March 1985,"392,116.13 km"
52.22% Visible,Moon phase details at 30 March 1985,"387,481.94 km"
62.55% Visible,Moon phase details at 31 March 1985,"382,609.52 km"
72.66% Visible,Moon phase details at 1 April 1985,"377,763.05 km"
82.04% Visible,Moon phase details at 2 April 1985,"373,227.29 km"
90.05% Visible,Moon phase details at 3 April 1985,"369,285.29 km"
96.04% Visible,Moon phase details at 4 April 1985,"366,193.57 km"
99.41% Visible,Moon phase details at 5 April 1985,"364,158.40 km"
99.77% Visible,Moon phase details at 6 April 1985,"363,316.59 km"
97.06% Visible,Moon phase details at 7 April 1985,"363,723.03 km"
91.55% Visible,Moon phase details at 8 April 1985,"365,346.13 km"
83.76% Visible,Moon phase details at 9 April 1985,"368,071.45 km"
74.37% Visible,Moon phase details at 10 April 1985,"371,713.06 km"
64.06% Visible,Moon phase details at 11 April 1985,"376,031.26 km"
53.43% Visible,Moon phase details at 12 April 1985,"380,754.80 km"
42.99% Visible,Moon phase details at 13 April 1985,"385,604.52 km"
33.12% Visible,Moon phase details at 14 April 1985,"390,315.21 km"
24.15% Visible,Moon phase details at 15 April 1985,"394,652.68 km"
16.33% Visible,Moon phase details at 16 April 1985,"398,424.17 km"
4.93% Visible,Moon phase details at 18 April 1985,"403,720.87 km"
1.65% Visible,Moon phase details at 19 April 1985,"405,073.64 km"
0.11% Visible,Moon phase details at 20 April 1985,"405,503.91 km"
0.37% Visible,Moon phase details at 21 April 1985,"405,001.87 km"
2.43% Visible,Moon phase details at 22 April 1985,"403,582.41 km"
6.24% Visible,Moon phase details at 23 April 1985,"401,286.58 km"
11.72% Visible,Moon phase details at 24 April 1985,"398,186.08 km"
18.72% Visible,Moon phase details at 25 April 1985,"394,388.91 km"
27.06% Visible,Moon phase details at 26 April 1985,"390,044.34 km"
36.52% Visible,Moon phase details at 27 April 1985,"385,344.65 km"
46.79% Visible,Moon phase details at 28 April 1985,"380,521.50 km"
57.52% Visible,Moon phase details at 29 April 1985,"375,835.88 km"
68.24% Visible,Moon phase details at 30 April 1985,"371,561.77 km"
78.37% Visible,Moon phase details at 1 May 1985,"367,965.39 km"
87.26% Visible,Moon phase details at 2 May 1985,"365,282.43 km"
94.2% Visible,Moon phase details at 3 May 1985,"363,696.65 km"
98.59% Visible,Moon phase details at 4 May 1985,"363,322.21 km"
100% Visible,Moon phase details at 5 May 1985,"364,192.00 km"
98.34% Visible,Moon phase details at 6 May 1985,"366,253.23 km"
93.86% Visible,Moon phase details at 7 May 1985,"369,370.99 km"
87.04% Visible,Moon phase details at 8 May 1985,"373,339.90 km"
78.52% Visible,Moon phase details at 9 May 1985,"377,902.76 km"
68.92% Visible,Moon phase details at 10 May 1985,"382,774.27 km"
58.81% Visible,Moon phase details at 11 May 1985,"387,666.28 km"
48.66% Visible,Moon phase details at 12 May 1985,"392,310.84 km"
38.83% Visible,Moon phase details at 13 May 1985,"396,477.51 km"
29.63% Visible,Moon phase details at 14 May 1985,"399,982.97 km"
21.3% Visible,Moon phase details at 15 May 1985,"402,693.18 km"
14.07% Visible,Moon phase details at 16 May 1985,"404,519.62 km"
8.16% Visible,Moon phase details at 17 May 1985,"405,412.76 km"
3.74% Visible,Moon phase details at 18 May 1985,"405,355.43 km"
0.98% Visible,Moon phase details at 19 May 1985,"404,358.30 km"
0% Visible,Moon phase details at 20 May 1985,"402,458.57 km"
0.9% Visible,Moon phase details at 21 May 1985,"399,721.79 km"
3.7% Visible,Moon phase details at 22 May 1985,"396,245.67 km"
8.37% Visible,Moon phase details at 23 May 1985,"392,164.01 km"
14.82% Visible,Moon phase details at 24 May 1985,"387,648.92 km"
22.87% Visible,Moon phase details at 25 May 1985,"382,909.05 km"
32.27% Visible,Moon phase details at 26 May 1985,"378,182.89 km"
42.69% Visible,Moon phase details at 27 May 1985,"373,726.82 km"
53.72% Visible,Moon phase details at 28 May 1985,"369,798.78 km"
64.84% Visible,Moon phase details at 29 May 1985,"366,639.38 km"
75.45% Visible,Moon phase details at 30 May 1985,"364,452.60 km"
84.88% Visible,Moon phase details at 31 May 1985,"363,388.20 km"
92.46% Visible,Moon phase details at 1 June 1985,"363,527.70 km"
97.59% Visible,Moon phase details at 2 June 1985,"364,875.27 km"
99.89% Visible,Moon phase details at 3 June 1985,"367,354.83 km"
99.25% Visible,Moon phase details at 4 June 1985,"370,814.07 km"
95.87% Visible,Moon phase details at 5 June 1985,"375,035.84 km"
90.16% Visible,Moon phase details at 6 June 1985,"379,756.42 km"
82.68% Visible,Moon phase details at 7 June 1985,"384,688.50 km"
73.96% Visible,Moon phase details at 8 June 1985,"389,545.92 km"
64.52% Visible,Moon phase details at 9 June 1985,"394,065.88 km"
54.76% Visible,Moon phase details at 10 June 1985,"398,025.54 km"
45.05% Visible,Moon phase details at 11 June 1985,"401,250.74 km"
35.67% Visible,Moon phase details at 12 June 1985,"403,617.48 km"
26.88% Visible,Moon phase details at 13 June 1985,"405,047.89 km"
18.93% Visible,Moon phase details at 14 June 1985,"405,503.99 km"
12.07% Visible,Moon phase details at 15 June 1985,"404,981.91 km"
6.54% Visible,Moon phase details at 16 June 1985,"403,508.64 km"
2.57% Visible,Moon phase details at 17 June 1985,"401,141.83 km"
0.38% Visible,Moon phase details at 18 June 1985,"397,971.98 km"
0.15% Visible,Moon phase details at 19 June 1985,"394,125.41 km"
1.99% Visible,Moon phase details at 20 June 1985,"389,765.92 km"
5.94% Visible,Moon phase details at 21 June 1985,"385,093.10 km"
11.92% Visible,Moon phase details at 22 June 1985,"380,336.29 km"
19.75% Visible,Moon phase details at 23 June 1985,"375,743.78 km"
29.15% Visible,Moon phase details at 24 June 1985,"371,568.14 km"
39.7% Visible,Moon phase details at 25 June 1985,"368,049.51 km"
50.94% Visible,Moon phase details at 26 June 1985,"365,398.48 km"
62.29% Visible,Moon phase details at 27 June 1985,"363,780.43 km"
73.14% Visible,Moon phase details at 28 June 1985,"363,302.63 km"
82.84% Visible,Moon phase details at 29 June 1985,"364,005.02 km"
90.78% Visible,Moon phase details at 30 June 1985,"365,855.24 km"
96.44% Visible,Moon phase details at 1 July 1985,"368,748.75 km"
99.48% Visible,Moon phase details at 2 July 1985,"372,514.68 km"
99.81% Visible,Moon phase details at 3 July 1985,"376,927.63 km"
97.56% Visible,Moon phase details at 4 July 1985,"381,724.95 km"
93.06% Visible,Moon phase details at 5 July 1985,"386,627.88 km"
86.74% Visible,Moon phase details at 6 July 1985,"391,363.49 km"
79.03% Visible,Moon phase details at 7 July 1985,"395,684.24 km"
70.38% Visible,Moon phase details at 8 July 1985,"399,381.99 km"
61.14% Visible,Moon phase details at 9 July 1985,"402,295.20 km"
51.64% Visible,Moon phase details at 10 July 1985,"404,309.71 km"
42.17% Visible,Moon phase details at 11 July 1985,"405,355.30 km"
33% Visible,Moon phase details at 12 July 1985,"405,400.76 km"
24.39% Visible,Moon phase details at 13 July 1985,"404,450.11 km"
16.63% Visible,Moon phase details at 14 July 1985,"402,541.51 km"
10% Visible,Moon phase details at 15 July 1985,"399,748.85 km"
4.81% Visible,Moon phase details at 16 July 1985,"396,184.80 km"
1.39% Visible,Moon phase details at 17 July 1985,"392,003.03 km"
0.02% Visible,Moon phase details at 18 July 1985,"387,397.37 km"
0.9% Visible,Moon phase details at 19 July 1985,"382,596.15 km"
4.14% Visible,Moon phase details at 20 July 1985,"377,851.23 km"
9.69% Visible,Moon phase details at 21 July 1985,"373,422.62 km"
17.35% Visible,Moon phase details at 22 July 1985,"369,560.77 km"
26.74% Visible,Moon phase details at 23 July 1985,"366,488.75 km"
37.38% Visible,Moon phase details at 24 July 1985,"364,386.52 km"
48.71% Visible,Moon phase details at 25 July 1985,"363,378.65 km"
60.13% Visible,Moon phase details at 26 July 1985,"363,525.94 km"
71.04% Visible,Moon phase details at 27 July 1985,"364,821.39 km"
80.83% Visible,Moon phase details at 28 July 1985,"367,190.26 km"
88.97% Visible,Moon phase details at 29 July 1985,"370,494.48 km"
95.03% Visible,Moon phase details at 30 July 1985,"374,541.53 km"
98.74% Visible,Moon phase details at 31 July 1985,"379,097.66 km"
100% Visible,Moon phase details at 1 August 1985,"383,904.78 km"
98.9% Visible,Moon phase details at 2 August 1985,"388,699.11 km"
95.65% Visible,Moon phase details at 3 August 1985,"393,229.48 km"
90.56% Visible,Moon phase details at 4 August 1985,"397,272.48 km"
83.96% Visible,Moon phase details at 5 August 1985,"400,642.61 km"
76.21% Visible,Moon phase details at 6 August 1985,"403,196.74 km"
67.6% Visible,Moon phase details at 7 August 1985,"404,833.91 km"
58.44% Visible,Moon phase details at 8 August 1985,"405,492.31 km"
49.01% Visible,Moon phase details at 9 August 1985,"405,146.12 km"
39.56% Visible,Moon phase details at 10 August 1985,"403,804.26 km"
30.37% Visible,Moon phase details at 11 August 1985,"401,511.89 km"
21.76% Visible,Moon phase details at 12 August 1985,"398,354.23 km"
14.05% Visible,Moon phase details at 13 August 1985,"394,460.83 km"
7.65% Visible,Moon phase details at 14 August 1985,"390,007.57 km"
2.96% Visible,Moon phase details at 15 August 1985,"385,213.84 km"
0.39% Visible,Moon phase details at 16 August 1985,"380,333.32 km"
0.26% Visible,Moon phase details at 17 August 1985,"375,638.53 km"
2.75% Visible,Moon phase details at 18 August 1985,"371,401.06 km"
7.82% Visible,Moon phase details at 19 August 1985,"367,870.59 km"
15.23% Visible,Moon phase details at 20 August 1985,"365,255.50 km"
24.53% Visible,Moon phase details at 21 August 1985,"363,707.80 km"
35.14% Visible,Moon phase details at 22 August 1985,"363,313.23 km"
46.43% Visible,Moon phase details at 23 August 1985,"364,086.95 km"
57.79% Visible,Moon phase details at 24 August 1985,"365,974.21 km"
68.63% Visible,Moon phase details at 25 August 1985,"368,855.71 km"
78.41% Visible,Moon phase details at 26 August 1985,"372,556.88 km"
86.7% Visible,Moon phase details at 27 August 1985,"376,860.74 km"
93.14% Visible,Moon phase details at 28 August 1985,"381,523.53 km"
97.51% Visible,Moon phase details at 29 August 1985,"386,291.67 km"
99.71% Visible,Moon phase details at 30 August 1985,"390,918.43 km"
99.76% Visible,Moon phase details at 31 August 1985,"395,178.18 km"
97.79% Visible,Moon phase details at 1 September 1985,"398,876.77 km"
93.98% Visible,Moon phase details at 2 September 1985,"401,857.04 km"
88.57% Visible,Moon phase details at 3 September 1985,"403,999.91 km"
81.8% Visible,Moon phase details at 4 September 1985,"405,222.52 km"
73.95% Visible,Moon phase details at 5 September 1985,"405,475.37 km"
65.26% Visible,Moon phase details at 6 September 1985,"404,740.59 km"
55.98% Visible,Moon phase details at 7 September 1985,"403,032.84 km"
46.38% Visible,Moon phase details at 8 September 1985,"400,403.20 km"
36.73% Visible,Moon phase details at 9 September 1985,"396,944.97 km"
27.36% Visible,Moon phase details at 10 September 1985,"392,799.13 km"
18.64% Visible,Moon phase details at 11 September 1985,"388,156.49 km"
11.04% Visible,Moon phase details at 12 September 1985,"383,253.72 km"
5.07% Visible,Moon phase details at 13 September 1985,"378,361.80 km"
1.24% Visible,Moon phase details at 14 September 1985,"373,767.50 km"
0% Visible,Moon phase details at 15 September 1985,"369,750.34 km"
1.61% Visible,Moon phase details at 16 September 1985,"366,558.75 km"
6.05% Visible,Moon phase details at 17 September 1985,"364,389.06 km"
13.02% Visible,Moon phase details at 18 September 1985,"363,370.08 km"
22.03% Visible,Moon phase details at 19 September 1985,"363,554.45 km"
32.41% Visible,Moon phase details at 20 September 1985,"364,916.98 km"
43.5% Visible,Moon phase details at 21 September 1985,"367,359.19 km"
54.67% Visible,Moon phase details at 22 September 1985,"370,719.38 km"
65.37% Visible,Moon phase details at 23 September 1985,"374,786.86 km"
75.14% Visible,Moon phase details at 24 September 1985,"379,319.20 km"
83.61% Visible,Moon phase details at 25 September 1985,"384,060.74 km"
90.49% Visible,Moon phase details at 26 September 1985,"388,760.40 km"
95.57% Visible,Moon phase details at 27 September 1985,"393,186.77 km"
98.75% Visible,Moon phase details at 28 September 1985,"397,138.91 km"
99.98% Visible,Moon phase details at 29 September 1985,"400,452.17 km"
99.31% Visible,Moon phase details at 30 September 1985,"402,999.29 km"
96.81% Visible,Moon phase details at 1 October 1985,"404,688.20 km"
92.63% Visible,Moon phase details at 2 October 1985,"405,458.25 km"
86.95% Visible,Moon phase details at 3 October 1985,"405,277.15 km"
79.94% Visible,Moon phase details at 4 October 1985,"404,140.04 km"
71.84% Visible,Moon phase details at 5 October 1985,"402,071.89 km"
62.85% Visible,Moon phase details at 6 October 1985,"399,132.69 km"
53.22% Visible,Moon phase details at 7 October 1985,"395,424.34 km"
43.24% Visible,Moon phase details at 8 October 1985,"391,096.54 km"
33.23% Visible,Moon phase details at 9 October 1985,"386,348.77 km"
23.62% Visible,Moon phase details at 10 October 1985,"381,425.68 km"
14.91% Visible,Moon phase details at 11 October 1985,"376,604.69 km"
7.69% Visible,Moon phase details at 12 October 1985,"372,176.20 km"
2.6% Visible,Moon phase details at 13 October 1985,"368,419.44 km"
0.16% Visible,Moon phase details at 14 October 1985,"365,577.27 km"
0.7% Visible,Moon phase details at 15 October 1985,"363,834.25 km"
4.25% Visible,Moon phase details at 16 October 1985,"363,300.42 km"
10.5% Visible,Moon phase details at 17 October 1985,"364,002.77 km"
18.91% Visible,Moon phase details at 18 October 1985,"365,884.55 km"
28.8% Visible,Moon phase details at 19 October 1985,"368,812.14 km"
39.48% Visible,Moon phase details at 20 October 1985,"372,588.44 km"
50.34% Visible,Moon phase details at 21 October 1985,"376,971.25 km"
60.87% Visible,Moon phase details at 22 October 1985,"381,694.62 km"
70.66% Visible,Moon phase details at 23 October 1985,"386,490.41 km"
79.38% Visible,Moon phase details at 24 October 1985,"391,107.33 km"
86.77% Visible,Moon phase details at 25 October 1985,"395,325.24 km"
92.65% Visible,Moon phase details at 26 October 1985,"398,963.30 km"
96.87% Visible,Moon phase details at 27 October 1985,"401,882.22 km"
99.33% Visible,Moon phase details at 28 October 1985,"403,981.85 km"
99.98% Visible,Moon phase details at 29 October 1985,"405,196.20 km"
98.84% Visible,Moon phase details at 30 October 1985,"405,488.26 km"
95.95% Visible,Moon phase details at 31 October 1985,"404,846.53 km"
91.41% Visible,Moon phase details at 1 November 1985,"403,284.64 km"
85.34% Visible,Moon phase details at 2 November 1985,"400,844.15 km"
77.9% Visible,Moon phase details at 3 November 1985,"397,600.18 km"
